Date,Product_Category,Product_Price,Quantity,Customer_Age,Customer_Gender,Store_Location,Discount_Applied,Payment_Method,Season,Total_Revenue
2023-01-27 06:00:00,Home,27.576046864477053,3,1,F,West,5,Credit,Summer,78.5917335637596
2023-01-27 07:00:00,Books,28.53131203326405,3,31,F,South,15,Digital,Winter,72.75484568482334
2023-01-27 08:00:00,Electronics,28.695931683566204,1,35,F,Center,10,Debit,Summer,25.826338515209585
2023-01-27 09:00:00,Books,55.41131897866661,5,8,F,West,20,Digital,Fall,221.64527591466646
2023-01-27 10:00:00,Home,9.341505891545133,2,57,M,South,0,Digital,Fall,18.683011783090265
2023-01-27 11:00:00,Clothing,10.73217624384901,5,30,F,West,10,Cash,Fall,48.29479309732054
2023-01-27 12:00:00,Electronics,24.18677222023941,1,15,F,West,0,Debit,Fall,24.18677222023941
2023-01-27 13:00:00,Electronics,7.460044080538986,1,15,F,Center,5,Debit,Summer,7.087041876512036
2023-01-27 14:00:00,Home,11.400668573969655,3,46,F,Center,15,Cash,Spring,29.07170486362262
2023-01-27 15:00:00,Books,17.391396903054467,4,25,M,North,10,Digital,Spring,62.60902885099608
2023-01-27 16:00:00,Clothing,14.638359369610333,3,36,M,South,5,Debit,Winter,41.71932420338945
2023-01-27 17:00:00,Home,122.50353021920493,4,22,F,East,0,Digital,Fall,490.01412087681973
2023-01-27 18:00:00,Electronics,18.38991628758256,4,32,M,West,10,Digital,Winter,66.20369863529723
2023-01-27 19:00:00,Electronics,10.20409492551537,3,31,F,East,0,Digital,Spring,30.61228477654611
2023-01-27 20:00:00,Electronics,7.395793337693384,3,28,M,South,15,Credit,Spring,18.859273011118127
2023-01-27 21:00:00,Electronics,135.4993929735453,1,40,F,South,5,Debit,Spring,128.724423324868
2023-01-27 22:00:00,Electronics,8.157617596451411,2,23,F,Center,0,Debit,Summer,16.315235192902822
2023-01-27 23:00:00,Books,12.930627661823017,3,22,M,North,0,Digital,Summer,38.79188298546905
2023-01-28 00:00:00,Clothing,14.977495504137059,1,37,F,South,0,Digital,Spring,14.977495504137059
2023-01-28 01:00:00,Books,18.63543208624299,2,21,F,West,0,Digital,Winter,37.27086417248598
2023-01-28 02:00:00,Clothing,55.61541075693354,3,35,F,South,5,Debit,Winter,158.50392065726058
2023-01-28 03:00:00,Books,2.749483434149625,4,27,M,Center,10,Credit,Fall,9.89814036293865
2023-01-28 04:00:00,Home,8.00191851691504,2,12,F,North,0,Cash,Spring,16.00383703383008
2023-01-28 05:00:00,Electronics,12.90191516538722,3,31,F,West,5,Debit,Winter,36.77045822135357
2023-01-28 06:00:00,Home,2.8974716889035577,3,47,F,Center,0,Digital,Fall,8.692415066710673
2023-01-28 07:00:00,Clothing,7.959640659914549,4,51,M,South,5,Debit,Winter,30.246634507675285
2023-01-28 08:00:00,Clothing,20.93419057786636,1,41,F,Center,15,Cash,Spring,17.794061991186407
2023-01-28 09:00:00,Sports,27.491738161605486,4,21,F,South,0,Debit,Winter,109.96695264642194
2023-01-28 10:00:00,Electronics,35.16792271527684,1,35,F,South,0,Debit,Summer,35.16792271527684
2023-01-28 11:00:00,Electronics,19.072611949054163,3,40,M,South,15,Digital,Fall,48.63516047008812
2023-01-28 12:00:00,Clothing,10.848810737590107,2,21,M,Center,5,Credit,Summer,20.612740401421203
2023-01-28 13:00:00,Sports,65.79712713378423,1,29,F,North,0,Credit,Winter,65.79712713378423
2023-01-28 14:00:00,Electronics,79.39468855610188,1,11,M,Center,10,Digital,Winter,71.4552197004917
2023-01-28 15:00:00,Electronics,1.0954099257237044,2,11,M,East,0,Digital,Summer,2.190819851447409
2023-01-28 16:00:00,Home,13.621413536821011,3,40,F,West,5,Credit,Spring,38.821028579939885
2023-01-28 17:00:00,Books,14.735660500959385,5,25,F,North,15,Cash,Winter,62.62655712907739
2023-01-28 18:00:00,Sports,13.46840435939157,1,40,F,East,0,Cash,Spring,13.46840435939157
2023-01-28 19:00:00,Clothing,7.276032344654184,5,42,F,East,0,Debit,Spring,36.38016172327092
2023-01-28 20:00:00,Books,6.74741603106409,1,43,M,South,5,Digital,Spring,6.410045229510885
2023-01-28 21:00:00,Home,2.3947975534487562,2,3,F,West,0,Credit,Spring,4.7895951068975124
2023-01-28 22:00:00,Clothing,30.886006282675762,3,47,M,North,5,Debit,Fall,88.02511790562592
2023-01-28 23:00:00,Clothing,97.6973785304013,2,9,F,South,15,Credit,Summer,166.0855435016822
2023-01-29 00:00:00,Home,30.789450228581103,7,25,F,North,15,Credit,Spring,183.19722886005755
2023-01-29 01:00:00,Electronics,45.684075259941515,2,60,F,North,5,Digital,Spring,86.79974299388887
2023-01-29 02:00:00,Electronics,26.21716490563375,3,22,M,South,5,Cash,Winter,74.71891998105619
2023-01-29 03:00:00,Books,72.79617991265256,8,29,M,East,15,Cash,Summer,495.0140234060374
2023-01-29 04:00:00,Sports,33.56208986585432,1,50,M,West,15,Digital,Summer,28.52777638597617
2023-01-29 05:00:00,Electronics,20.746423349996885,3,25,M,East,0,Digital,Summer,62.23927004999065
2023-01-29 06:00:00,Sports,41.333590169273705,3,44,F,East,10,Debit,Summer,111.600693457039
2023-01-29 07:00:00,Clothing,1.6255076438832572,3,31,M,Center,0,Cash,Summer,4.876522931649772
2023-01-29 08:00:00,Home,17.578873546180127,2,40,M,East,15,Credit,Spring,29.884085028506213
2023-01-29 09:00:00,Books,135.9368770184325,3,51,F,West,15,Credit,Fall,346.63903639700294
2023-01-29 10:00:00,Electronics,119.73586340581788,3,39,F,South,0,Credit,Winter,359.2075902174536
2023-01-29 11:00:00,Books,8.416996324310896,1,34,F,South,10,Credit,Fall,7.575296691879807
2023-01-29 12:00:00,Sports,21.404221321935204,2,33,F,Center,5,Debit,Fall,40.668020511676886
2023-01-29 13:00:00,Home,26.24892514126209,5,32,M,Center,20,Debit,Fall,104.99570056504837
2023-01-29 14:00:00,Sports,1.7341605284037138,1,43,M,Center,10,Cash,Spring,1.5607444755633424
2023-01-29 15:00:00,Books,3.8492619876566097,2,33,M,East,0,Digital,Fall,7.698523975313219
2023-01-29 16:00:00,Clothing,105.81188638578216,3,30,M,East,10,Debit,Spring,285.6920932416119
2023-01-29 17:00:00,Clothing,31.601210088562006,4,47,M,East,10,Cash,Summer,113.76435631882322
2023-01-29 18:00:00,Sports,7.013793889366321,5,47,F,West,10,Debit,Spring,31.562072502148443
2023-01-29 19:00:00,Home,6.336246675024115,2,46,F,South,15,Debit,Spring,10.771619347540994
2023-01-29 20:00:00,Sports,30.558981702181384,3,26,F,East,10,Credit,Winter,82.50925059588974
2023-01-29 21:00:00,Electronics,10.292869975156453,3,23,M,South,5,Credit,Summer,29.33467942919589
2023-01-29 22:00:00,Home,58.80755500560192,2,23,M,North,10,Debit,Summer,105.85359901008346
2023-01-29 23:00:00,Home,13.373303076926366,1,46,F,North,0,Digital,Summer,13.373303076926366
2023-01-30 00:00:00,Sports,7.291637843679514,1,31,F,West,10,Cash,Spring,6.562474059311563
2023-01-30 01:00:00,Home,19.093651095045153,4,36,F,West,0,Digital,Summer,76.37460438018061
2023-01-30 02:00:00,Clothing,13.86605130727585,2,19,M,Center,0,Cash,Fall,27.7321026145517
2023-01-30 03:00:00,Books,16.383954112447764,3,28,M,West,5,Cash,Summer,46.69426922047612
2023-01-30 04:00:00,Clothing,14.964163686620786,7,19,M,East,10,Digital,Summer,94.27423122571095
2023-01-30 05:00:00,Home,12.479348533180746,4,23,F,North,15,Cash,Winter,42.429785012814534
2023-01-30 06:00:00,Books,6.33653296614168,3,13,M,South,20,Cash,Fall,15.207679118740032
2023-01-30 07:00:00,Electronics,9.623758717051473,3,40,F,West,15,Debit,Spring,24.540584728481257
2023-01-30 08:00:00,Sports,49.801877385954796,2,42,F,Center,20,Cash,Fall,79.68300381752768
2023-01-30 09:00:00,Home,74.88889963905335,1,17,M,South,5,Digital,Summer,71.14445465710068
2023-01-30 10:00:00,Sports,42.209258513261226,4,36,F,West,0,Credit,Spring,168.8370340530449
2023-01-30 11:00:00,Books,2.8521096665521566,3,28,M,Center,0,Debit,Summer,8.55632899965647
2023-01-30 12:00:00,Sports,5.92133914246821,2,46,M,South,5,Credit,Fall,11.2505443706896
2023-01-30 13:00:00,Home,121.50916084146384,5,49,M,Center,10,Credit,Summer,546.7912237865872
2023-01-30 14:00:00,Home,37.56292686223268,4,31,M,West,15,Debit,Fall,127.7139513315911
2023-01-30 15:00:00,Clothing,42.895337955281235,4,16,F,Center,5,Digital,Spring,163.00228423006868
2023-01-30 16:00:00,Sports,98.69912798484215,2,31,M,West,15,Credit,Fall,167.78851757423166
2023-01-30 17:00:00,Sports,35.882756316117295,5,40,M,East,10,Cash,Winter,161.47240342252783
2023-01-30 18:00:00,Clothing,21.008015895802284,1,25,F,South,5,Digital,Fall,19.95761510101217
2023-01-30 19:00:00,Clothing,16.41311484511899,5,28,F,West,0,Digital,Winter,82.06557422559496
2023-01-30 20:00:00,Sports,46.72700934064659,2,11,F,Center,10,Credit,Winter,84.10861681316386
2023-01-30 21:00:00,Books,14.76713613436158,1,31,M,East,10,Cash,Winter,13.290422520925423
2023-01-30 22:00:00,Books,11.837876165707053,2,43,F,North,15,Debit,Winter,20.12438948170199
2023-01-30 23:00:00,Electronics,40.49575288487003,2,29,F,West,15,Credit,Fall,68.84277990427904
2023-01-31 00:00:00,Clothing,13.467849686625817,2,61,M,North,10,Debit,Spring,24.242129435926472
2023-01-31 01:00:00,Books,27.75599437770631,2,46,M,West,15,Debit,Winter,47.185190442100726
2023-01-31 02:00:00,Home,40.08254818494366,3,33,M,South,10,Cash,Spring,108.22288009934789
2023-01-31 03:00:00,Home,57.21662605968326,1,38,F,Center,10,Debit,Winter,51.49496345371493
2023-01-31 04:00:00,Clothing,22.002662660496796,3,52,F,Center,5,Debit,Summer,62.707588582415866
2023-01-31 05:00:00,Home,73.7356313956581,5,33,F,East,5,Debit,Summer,350.244249129376
2023-01-31 06:00:00,Electronics,42.58900530625959,3,35,M,East,0,Credit,Fall,127.76701591877875
2023-01-31 07:00:00,Home,48.67971504260745,1,45,F,Center,0,Cash,Winter,48.67971504260745
2023-01-31 08:00:00,Electronics,20.566005118622225,4,15,F,Center,5,Cash,Fall,78.15081945076446
2023-01-31 09:00:00,Sports,9.988258105041753,3,40,M,East,20,Debit,Winter,23.97181945210021
2023-01-31 10:00:00,Home,49.121607047820085,4,29,M,North,0,Digital,Fall,196.48642819128034
2023-01-31 11:00:00,Home,22.985102638757322,2,63,M,Center,20,Digital,Winter,36.776164222011715
2023-01-31 12:00:00,Books,50.38571459865543,2,36,M,Center,5,Debit,Spring,95.73285773744531
2023-01-31 13:00:00,Sports,22.533976795320704,3,52,F,West,0,Credit,Winter,67.6019303859621
2023-01-31 14:00:00,Clothing,13.533897040234184,4,15,M,West,5,Digital,Spring,51.42880875288989
2023-01-31 15:00:00,Clothing,4.3807187004727695,3,39,M,East,0,Digital,Winter,13.142156101418308
2023-01-31 16:00:00,Electronics,2.354048871947719,4,35,M,East,5,Credit,Spring,8.945385713401333
2023-01-31 17:00:00,Home,29.339167238035266,3,46,F,South,10,Digital,Fall,79.21575154269523
2023-01-31 18:00:00,Home,7.607803208162325,2,39,F,West,0,Digital,Winter,15.21560641632465
2023-01-31 19:00:00,Home,12.702531616833879,5,7,M,North,20,Cash,Winter,50.81012646733552
2023-01-31 20:00:00,Books,27.007856525897466,3,28,F,East,0,Credit,Summer,81.0235695776924
2023-01-31 21:00:00,Clothing,15.231695787668627,3,6,M,East,0,Credit,Spring,45.69508736300588
2023-01-31 22:00:00,Home,13.340603498157027,1,28,F,West,0,Debit,Winter,13.340603498157027
2023-01-31 23:00:00,Sports,103.15460076159516,3,33,F,Center,0,Digital,Winter,309.4638022847855
2023-02-01 00:00:00,Clothing,11.841871442484512,1,7,M,South,5,Credit,Winter,11.249777870360287
2023-02-01 01:00:00,Sports,30.496547331401636,2,40,F,West,0,Cash,Spring,60.99309466280327
2023-02-01 02:00:00,Sports,30.35786194444748,5,26,M,East,5,Digital,Spring,144.19984423612553
2023-02-01 03:00:00,Electronics,5.206927974485841,2,42,F,North,0,Credit,Winter,10.413855948971682
2023-02-01 04:00:00,Electronics,27.255417915242987,2,7,M,South,15,Digital,Fall,46.33421045591307
2023-02-01 05:00:00,Books,9.869533937589141,4,35,M,East,15,Cash,Winter,33.55641538780308
2023-02-01 06:00:00,Books,39.92739005980568,2,34,M,South,0,Digital,Summer,79.85478011961136
2023-02-01 07:00:00,Books,14.700326531391237,6,28,F,South,0,Cash,Fall,88.20195918834742
2023-02-01 08:00:00,Electronics,7.935844176453052,6,49,F,Center,10,Credit,Winter,42.85355855284648
2023-02-01 09:00:00,Home,155.6691600618622,3,27,M,West,15,Cash,Summer,396.9563581577486
2023-02-01 10:00:00,Clothing,4.362107684173008,3,31,M,East,10,Cash,Spring,11.777690747267123
2023-02-01 11:00:00,Clothing,25.383946501157038,2,43,F,Center,0,Debit,Fall,50.767893002314075
2023-02-01 12:00:00,Electronics,60.05685928312875,3,37,F,East,15,Credit,Spring,153.14499117197832
2023-02-01 13:00:00,Books,14.70423857161058,2,41,M,North,0,Cash,Fall,29.40847714322116
2023-02-01 14:00:00,Books,56.32445058605627,4,49,M,Center,15,Credit,Summer,191.50313199259134
2023-02-01 15:00:00,Clothing,79.3909939202748,2,34,M,Center,0,Credit,Spring,158.7819878405496
2023-02-01 16:00:00,Home,97.76893902588135,2,22,M,North,15,Cash,Winter,166.2071963439983
2023-02-01 17:00:00,Home,12.634334362923802,3,36,M,East,0,Digital,Winter,37.903003088771406
2023-02-01 18:00:00,Home,139.16605476399835,3,19,F,East,15,Digital,Summer,354.8734396481958
2023-02-01 19:00:00,Sports,20.934351403717386,1,33,F,East,0,Digital,Spring,20.934351403717386
2023-02-01 20:00:00,Electronics,166.3373626487393,4,24,F,South,5,Credit,Fall,632.0819780652092
2023-02-01 21:00:00,Clothing,4.6161564436366875,2,25,F,South,5,Digital,Fall,8.770697242909707
2023-02-01 22:00:00,Sports,33.18473087156935,2,3,M,South,15,Cash,Spring,56.41404248166789
2023-02-01 23:00:00,Books,10.031367977354378,5,68,F,Center,0,Debit,Fall,50.15683988677189
2023-02-02 00:00:00,Electronics,157.07400915583554,2,16,M,East,10,Cash,Summer,282.733216480504
2023-02-02 01:00:00,Electronics,41.09753518999154,5,14,M,Center,10,Cash,Fall,184.93890835496194
2023-02-02 02:00:00,Home,35.7218733424249,4,24,M,Center,0,Debit,Fall,142.8874933696996
2023-02-02 03:00:00,Books,14.8275762017565,2,45,F,North,0,Credit,Spring,29.655152403513
2023-02-02 04:00:00,Sports,6.760982775899463,3,21,M,North,10,Cash,Fall,18.25465349492855
2023-02-02 05:00:00,Clothing,20.10947951413134,2,43,M,East,0,Credit,Summer,40.21895902826268
2023-02-02 06:00:00,Electronics,23.706498379386183,5,39,M,North,15,Cash,Fall,100.75261811239127
2023-02-02 07:00:00,Sports,50.37974549545311,2,27,M,East,10,Digital,Winter,90.6835418918156
2023-02-02 08:00:00,Home,7.101912546060071,2,29,F,West,10,Digital,Winter,12.783442582908128
2023-02-02 09:00:00,Books,81.19999202641596,3,32,M,North,0,Cash,Spring,243.59997607924788
2023-02-02 10:00:00,Electronics,28.374735783785223,4,41,M,North,10,Digital,Summer,102.1490488216268
2023-02-02 11:00:00,Sports,55.069399605277845,2,34,M,North,0,Digital,Fall,110.13879921055569
2023-02-02 12:00:00,Electronics,4.155873561796798,3,32,F,North,0,Digital,Summer,12.467620685390393
2023-02-02 13:00:00,Electronics,60.868617344863644,1,37,M,North,5,Digital,Fall,57.825186477620456
2023-02-02 14:00:00,Electronics,19.572772375666045,1,45,M,West,5,Credit,Spring,18.59413375688274
2023-02-02 15:00:00,Clothing,81.34809264092365,3,31,M,East,15,Cash,Winter,207.43763623435532
2023-02-02 16:00:00,Home,2.1383298518717964,2,28,F,Center,5,Cash,Fall,4.062826718556413
2023-02-02 17:00:00,Sports,20.612437480026955,4,17,F,South,10,Cash,Fall,74.20477492809704
2023-02-02 18:00:00,Books,38.6781044474693,1,31,F,Center,5,Debit,Summer,36.744199225095834
2023-02-02 19:00:00,Sports,18.152243394217233,2,22,F,North,15,Cash,Fall,30.858813770169295
2023-02-02 20:00:00,Home,21.18993608506645,3,39,F,East,10,Debit,Summer,57.212827429679415
2023-02-02 21:00:00,Sports,11.123665079711573,4,24,F,South,0,Credit,Summer,44.49466031884629
2023-02-02 22:00:00,Home,35.76993960942624,4,19,M,West,0,Credit,Summer,143.07975843770495
2023-02-02 23:00:00,Electronics,12.557239383156157,1,40,M,South,5,Cash,Spring,11.929377413998349
2023-02-03 00:00:00,Sports,16.005553673366546,4,43,F,East,10,Cash,Fall,57.61999322411957
2023-02-03 01:00:00,Clothing,295.4286203894681,4,34,F,East,0,Cash,Fall,1181.7144815578724
2023-02-03 02:00:00,Clothing,3.9386038756882353,4,27,M,South,0,Cash,Summer,15.754415502752941
2023-02-03 03:00:00,Electronics,56.845761997089724,2,37,F,Center,5,Debit,Spring,108.00694779447048
2023-02-03 04:00:00,Books,29.494347506729074,2,65,F,East,0,Digital,Winter,58.98869501345815
2023-02-03 05:00:00,Electronics,72.90869158566956,3,11,F,West,0,Cash,Summer,218.7260747570087
2023-02-03 06:00:00,Home,26.794070459204466,3,40,F,East,0,Digital,Spring,80.3822113776134
2023-02-03 07:00:00,Sports,60.67902505043482,2,35,M,North,0,Debit,Spring,121.35805010086963
2023-02-03 08:00:00,Clothing,33.54215854633142,2,46,F,South,15,Cash,Summer,57.02166952876342
2023-02-03 09:00:00,Home,10.698788349554684,2,41,M,North,0,Cash,Fall,21.39757669910937
2023-02-03 10:00:00,Electronics,29.099345511105827,3,33,M,East,0,Cash,Winter,87.29803653331749
2023-02-03 11:00:00,Clothing,32.407492697964734,1,44,M,Center,5,Cash,Spring,30.787118063066497
2023-02-03 12:00:00,Home,143.51920591822616,5,40,M,North,5,Credit,Summer,681.7162281115742
2023-02-03 13:00:00,Electronics,10.913189569802634,2,31,F,East,10,Cash,Spring,19.643741225644742
2023-02-03 14:00:00,Electronics,9.548926564360634,6,11,F,South,10,Credit,Spring,51.56420344754743
2023-02-03 15:00:00,Books,53.07123728934921,4,41,M,West,0,Digital,Winter,212.28494915739685
2023-02-03 16:00:00,Clothing,24.176823931922087,1,27,F,North,10,Debit,Spring,21.759141538729878
2023-02-03 17:00:00,Home,31.26965549124108,4,39,M,West,0,Cash,Fall,125.07862196496431
2023-02-03 18:00:00,Books,32.25897712279403,4,27,M,Center,0,Cash,Summer,129.03590849117612
2023-02-03 19:00:00,Sports,21.979955089199223,3,21,F,North,15,Debit,Summer,56.048885477458015
2023-02-03 20:00:00,Books,14.405220552715933,2,49,F,Center,10,Credit,Winter,25.92939699488868
2023-02-03 21:00:00,Electronics,86.73591838447844,4,47,M,West,0,Cash,Summer,346.94367353791375
2023-02-03 22:00:00,Sports,2.5293381397608177,3,63,F,North,0,Credit,Winter,7.5880144192824535
2023-02-03 23:00:00,Electronics,37.36849151899272,1,39,F,East,0,Cash,Spring,37.36849151899272
2023-02-04 00:00:00,Home,43.41101679709691,1,26,M,South,0,Cash,Winter,43.41101679709691
2023-02-04 01:00:00,Books,2.5169561274555377,4,25,M,South,15,Debit,Spring,8.557650833348827
2023-02-04 02:00:00,Home,16.28355559274943,5,28,M,North,10,Cash,Winter,73.27600016737243
2023-02-04 03:00:00,Books,55.98638443206956,3,39,M,Center,0,Cash,Summer,167.95915329620868
2023-02-04 04:00:00,Home,14.59459198967185,3,21,F,South,10,Credit,Fall,39.405398372114
2023-02-04 05:00:00,Electronics,9.820651147765643,2,43,F,Center,10,Credit,Fall,17.67717206597816
2023-02-04 06:00:00,Sports,37.138571066773146,3,45,M,West,5,Digital,Winter,105.84492754030346
2023-02-04 07:00:00,Sports,2.0732601372280217,3,15,F,East,0,Credit,Summer,6.219780411684065
2023-02-04 08:00:00,Sports,3.6348658566329317,3,33,M,West,0,Cash,Winter,10.904597569898796
2023-02-04 09:00:00,Electronics,4.304693077723028,3,46,M,North,0,Debit,Winter,12.914079233169085
2023-02-04 10:00:00,Home,34.09579405761662,4,23,F,East,10,Cash,Fall,122.74485860741984
2023-02-04 11:00:00,Electronics,85.53970878115253,5,46,F,West,15,Debit,Fall,363.54376231989824
2023-02-04 12:00:00,Home,5.31892347644243,2,24,F,South,10,Cash,Summer,9.574062257596374
2023-02-04 13:00:00,Home,14.535739973151069,5,35,M,East,0,Debit,Summer,72.67869986575535
2023-02-04 14:00:00,Electronics,35.9175735711821,2,44,F,East,0,Digital,Spring,71.8351471423642
2023-02-04 15:00:00,Home,7.095891177885435,3,28,F,North,0,Cash,Spring,21.287673533656307
2023-02-04 16:00:00,Sports,176.00808959489402,2,39,M,South,10,Digital,Winter,316.81456127080924
2023-02-04 17:00:00,Home,16.489748875760018,4,40,M,East,0,Cash,Fall,65.95899550304007
2023-02-04 18:00:00,Home,25.097391605823944,3,41,M,West,0,Debit,Fall,75.29217481747183
2023-02-04 19:00:00,Clothing,39.66198323755194,4,44,M,North,10,Debit,Winter,142.78313965518697
2023-02-04 20:00:00,Sports,24.306506915060666,1,35,F,East,0,Debit,Summer,24.306506915060666
2023-02-04 21:00:00,Sports,12.254084157057765,4,25,M,North,10,Cash,Spring,44.11470296540796
2023-02-04 22:00:00,Books,26.80428807353277,5,47,M,West,15,Digital,Summer,113.91822431251427
2023-02-04 23:00:00,Clothing,3.69688370262529,2,17,F,West,5,Credit,Winter,7.024079034988051
2023-02-05 00:00:00,Sports,5.307647024530848,4,38,M,North,15,Credit,Winter,18.045999883404882
2023-02-05 01:00:00,Clothing,32.8797303506733,1,38,F,North,5,Cash,Summer,31.235743833139633
2023-02-05 02:00:00,Sports,26.58818570321201,2,39,F,East,5,Digital,Fall,50.517552836102816
2023-02-05 03:00:00,Books,14.364239276233324,4,47,F,South,5,Digital,Spring,54.58410924968663
2023-02-05 04:00:00,Electronics,49.59299977361097,2,52,M,Center,20,Cash,Summer,79.34879963777756
2023-02-05 05:00:00,Clothing,95.19256099042468,4,33,M,Center,0,Digital,Winter,380.7702439616987
2023-02-05 06:00:00,Clothing,34.06923031731353,4,44,F,East,15,Digital,Winter,115.835383078866
2023-02-05 07:00:00,Books,10.202201249242421,6,46,F,South,0,Digital,Winter,61.213207495454526
2023-02-05 08:00:00,Home,55.44105176109652,3,48,M,South,10,Cash,Fall,149.69083975496062
2023-02-05 09:00:00,Electronics,124.79426860239626,4,5,F,South,10,Credit,Winter,449.2593669686265
2023-02-05 10:00:00,Clothing,5.813981656841309,4,33,F,East,0,Debit,Fall,23.255926627365238
2023-02-05 11:00:00,Electronics,17.164569991464806,1,41,M,West,0,Credit,Summer,17.164569991464806
2023-02-05 12:00:00,Home,31.878363565361827,4,15,F,North,10,Digital,Summer,114.76210883530258
2023-02-05 13:00:00,Home,12.971323704253736,4,17,M,West,10,Credit,Spring,46.69676533531345
2023-02-05 14:00:00,Books,23.718000009244566,2,36,M,Center,5,Debit,Fall,45.06420001756467
2023-02-05 15:00:00,Home,17.929537287616817,3,32,F,South,0,Credit,Spring,53.78861186285045
2023-02-05 16:00:00,Sports,31.26317152123407,4,47,M,North,10,Digital,Fall,112.54741747644266
2023-02-05 17:00:00,Home,8.019599492886023,2,26,M,East,10,Debit,Fall,14.435279087194841
2023-02-05 18:00:00,Home,117.63834457607089,3,37,M,West,5,Credit,Summer,335.269282041802
2023-02-05 19:00:00,Clothing,5.666820569680598,3,28,F,West,0,Debit,Spring,17.000461709041794
2023-02-05 20:00:00,Books,17.667805546669552,4,16,M,South,0,Credit,Spring,70.67122218667821
2023-02-05 21:00:00,Sports,13.392541153941005,3,38,M,Center,5,Digital,Summer,38.16874228873186
2023-02-05 22:00:00,Electronics,16.571090605472136,2,40,F,North,5,Cash,Summer,31.48507215039706
2023-02-05 23:00:00,Books,17.19531223665504,4,36,F,East,10,Digital,Summer,61.90312405195815
2023-02-06 00:00:00,Sports,19.60430017987996,4,35,M,East,0,Debit,Summer,78.41720071951984
2023-02-06 01:00:00,Sports,134.31805898184444,3,57,M,Center,0,Digital,Summer,402.95417694553333
2023-02-06 02:00:00,Clothing,11.129577144423484,3,46,F,South,5,Digital,Winter,31.719294861606926
2023-02-06 03:00:00,Clothing,15.492015423201195,3,40,F,East,10,Credit,Fall,41.82844164264323
2023-02-06 04:00:00,Sports,11.622647295980506,2,22,F,Center,0,Cash,Fall,23.245294591961013
2023-02-06 05:00:00,Electronics,9.220372840555973,6,26,M,South,0,Credit,Winter,55.32223704333583
2023-02-06 06:00:00,Electronics,41.85701859543139,5,51,M,North,0,Credit,Summer,209.28509297715695
2023-02-06 07:00:00,Electronics,19.63728675803972,4,51,F,North,0,Cash,Summer,78.54914703215888
2023-02-06 08:00:00,Home,5.9093129320782705,2,47,F,Center,5,Credit,Fall,11.227694570948714
2023-02-06 09:00:00,Books,5.100984043738059,3,42,F,East,10,Cash,Fall,13.772656918092759
2023-02-06 10:00:00,Home,17.7025817536975,3,27,F,South,10,Debit,Spring,47.796970734983255
2023-02-06 11:00:00,Sports,126.13956996315538,4,47,M,East,10,Credit,Spring,454.1024518673594
2023-02-06 12:00:00,Electronics,9.325647572033354,3,41,M,West,10,Debit,Summer,25.179248444490057
2023-02-06 13:00:00,Electronics,12.363178971034195,3,33,F,North,10,Credit,Summer,33.38058322179233
2023-02-06 14:00:00,Sports,16.86498703306138,2,23,M,South,10,Debit,Summer,30.356976659510483
2023-02-06 15:00:00,Books,80.45925604864061,2,23,F,West,0,Credit,Fall,160.91851209728122
2023-02-06 16:00:00,Sports,46.49229256119645,3,12,F,East,10,Credit,Spring,125.52918991523042
2023-02-06 17:00:00,Sports,35.046906748314,2,30,F,South,0,Cash,Spring,70.093813496628
2023-02-06 18:00:00,Electronics,6.771475669547646,5,37,M,East,0,Debit,Winter,33.85737834773823
2023-02-06 19:00:00,Electronics,12.503196805228049,4,45,M,West,20,Debit,Winter,40.01022977672976
2023-02-06 20:00:00,Books,26.06057263012351,1,42,M,North,0,Cash,Summer,26.06057263012351
2023-02-06 21:00:00,Clothing,6.125566002033582,2,40,M,East,5,Cash,Spring,11.638575403863806
2023-02-06 22:00:00,Electronics,4.435881783039177,1,40,M,West,0,Credit,Spring,4.435881783039177
2023-02-06 23:00:00,Clothing,14.924313679010696,1,40,M,Center,0,Digital,Fall,14.924313679010696
2023-02-07 00:00:00,Electronics,3.8504288070166566,5,28,F,East,20,Cash,Winter,15.401715228066628
2023-02-07 01:00:00,Books,22.596807515659616,3,48,F,South,10,Debit,Fall,61.01138029228096
2023-02-07 02:00:00,Home,63.94948359585781,4,52,F,North,10,Cash,Spring,230.2181409450881
2023-02-07 03:00:00,Electronics,30.63143724547771,5,47,M,West,0,Debit,Winter,153.15718622738854
2023-02-07 04:00:00,Sports,98.09825405618567,3,40,M,Center,5,Credit,Winter,279.5800240601291
2023-02-07 05:00:00,Books,11.986605250297458,1,21,F,Center,0,Credit,Spring,11.986605250297458
2023-02-07 06:00:00,Clothing,6.16260475262523,2,35,M,West,20,Cash,Summer,9.860167604200369
2023-02-07 07:00:00,Electronics,27.919737259943492,1,43,M,North,0,Debit,Winter,27.919737259943492
2023-02-07 08:00:00,Home,25.242648518136605,4,27,M,South,5,Debit,Spring,95.9220643689191
2023-02-07 09:00:00,Home,4.6561166633876665,2,35,F,North,0,Debit,Summer,9.312233326775333
2023-02-07 10:00:00,Home,16.681138183949162,3,22,F,West,10,Credit,Fall,45.03907309666274
2023-02-07 11:00:00,Electronics,64.25850955250628,1,32,F,Center,10,Digital,Fall,57.83265859725566
2023-02-07 12:00:00,Home,76.46859062679148,1,13,F,South,20,Digital,Spring,61.174872501433185
